sex,agegr,edu,socprof,marital,depress,trust,trustfam,trustneigh,income,weight
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,55
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,IT`S DIFFICULT TO TELL,YES,YES,NA,70
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,15,ONE CAN`T BE TOO CAREFUL,YES,NO,1500,80
FEMALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,WIDOWED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,90
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,WIDOWED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1800,48
FEMALE,25-34,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,65
FEMALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,65
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO,1100,84
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1200,74
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,12,IT`S DIFFICULT TO TELL,YES,YES,800,92
FEMALE,60-64,POST-SECONDARY OR HIGHER,SELF-EMPLOYED,MARRIED,1,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,2000,65
FEMALE,35-44,SECONDARY,PUPIL OR STUDENT,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,YES,2500,80
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,70
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DIVORCED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1500,68
MALE,25-34,SECONDARY,EMPLOYED IN PUBLIC SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2300,79
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,NO,700,84
MALE,65+,SECONDARY,RETIRED,MARRIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,1300,75
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,4,MOST PEOPLE CAN BE TRUSTED,YES,YES,2000,60
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,1300,69
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,700,86
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,750,90
FEMALE,35-44,POST-SECONDARY OR HIGHER,SELF-EMPLOYED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1200,56
FEMALE,45-59,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,2,MOST PEOPLE CAN BE TRUSTED,YES,YES,1100,54
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,1670,88
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1000,76
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,1400,80
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,65
MALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1000,90
MALE,60-64,PRIMARY/NO EDUCATION,RETIRED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,NO,NO,940,120
MALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,67
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,1800,79
FEMALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,73
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,NA,IT`S DIFFICULT TO TELL,YES,YES,1500,58
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,700,54
MALE,45-59,SECONDARY,SELF-EMPLOYED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,3000,104
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1400,70
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,2500,83
MALE,60-64,SECONDARY,RETIRED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,2900,80
FEMALE,25-34,POST-SECONDARY OR HIGHER,UNEMPLOYED,SINGLE,7,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,63
MALE,16-24,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,2700,78
MALE,35-44,SECONDARY,FARMER,MARRIED,7,MOST PEOPLE CAN BE TRUSTED,YES,YES,2000,95
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,1,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,65
FEMALE,60-64,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,93
FEMALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,66
MALE,60-64,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,SINGLE,8,IT`S DIFFICULT TO TELL,YES,YES,NA,65
MALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NA,1900,100
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,10,IT`S DIFFICULT TO TELL,YES,YES,900,62
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,WIDOWED,18,ONE CAN`T BE TOO CAREFUL,YES,YES,800,97
FEMALE,65+,SECONDARY,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,1050,60
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,1180,80
FEMALE,35-44,SECONDARY,PUPIL OR STUDENT,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,NO,2000,57
MALE,45-59,SECONDARY,SELF-EMPLOYED,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,80
MALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,YES,3500,64
FEMALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,2200,70
MALE,45-59,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,SINGLE,6,ONE CAN`T BE TOO CAREFUL,YES,YES,900,85
FEMALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,DIVORCED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,3000,72
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,750,80
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,1700,63
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,690,60
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,WIDOWED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,63
FEMALE,45-59,SECONDARY,UNEMPLOYED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,82
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,1200,50
FEMALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,50
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,16,ONE CAN`T BE TOO CAREFUL,YES,YES,1600,52
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,14,MOST PEOPLE CAN BE TRUSTED,YES,NO,1100,80
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,4,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,56
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,5,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NA,60
FEMALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,9,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,2500,70
MALE,35-44,PRIMARY/NO EDUCATION,RETIRED,SINGLE,0,NA,YES,YES,1400,90
FEMALE,60-64,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,670,93
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,1,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1600,55
FEMALE,60-64,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,56
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,50
FEMALE,60-64,SECONDARY,RETIRED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,1400,79
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,88
FEMALE,16-24,POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1100,NA
FEMALE,65+,SECONDARY,RETIRED,WIDOWED,13,ONE CAN`T BE TOO CAREFUL,YES,YES,1600,67
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,MOST PEOPLE CAN BE TRUSTED,YES,NO,1700,115
MALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,2100,95
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,NO,890,83
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,52
MALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,7700,76
MALE,45-59,SECONDARY,FARMER,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,88
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,14,ONE CAN`T BE TOO CAREFUL,NO,NO,NA,56
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,2,MOST PEOPLE CAN BE TRUSTED,YES,YES,1200,100
MALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1300,93
FEMALE,35-44,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,3,MOST PEOPLE CAN BE TRUSTED,YES,YES,NA,63
MALE,16-24,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,9,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,1500,85
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,5,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,1450,50
MALE,45-59,SECONDARY,SELF-EMPLOYED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,98
FEMALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1200,59
MALE,45-59,VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,7,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,85
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,14,IT`S DIFFICULT TO TELL,YES,YES,800,70
MALE,25-34,PRIMARY/NO EDUCATION,UNEMPLOYED,SINGLE,0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NA,70
FEMALE,60-64,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,8,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,810,95
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,55
FEMALE,45-59,SECONDARY,UNEMPLOYED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1000,68
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,19,ONE CAN`T BE TOO CAREFUL,YES,NO,920,50
FEMALE,65+,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,NA,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,76
MALE,45-59,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,82
FEMALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,60
FEMALE,25-34,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,SINGLE,7,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1500,59
MALE,35-44,SECONDARY,LONG-TERM SICK/DISABLED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,800,100
FEMALE,45-59,SECONDARY,UNEMPLOYED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,72
MALE,45-59,SECONDARY,FARMER,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,75
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,YES,1100,65
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,19,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,900,70
FEMALE,60-64,PRIMARY/NO EDUCATION,RETIRED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,700,65
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,1,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,93
FEMALE,65+,SECONDARY,NA,MARRIED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,1281,60
FEMALE,65+,SECONDARY,RETIRED,SINGLE,9,ONE CAN`T BE TOO CAREFUL,YES,YES,1700,53
FEMALE,35-44,PRIMARY/NO EDUCATION,UNEMPLOYED,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO,1700,84
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,75
FEMALE,35-44,POST-SECONDARY OR HIGHER,FARMER,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,58
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,60
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,14,IT`S DIFFICULT TO TELL,YES,NO OPINION,-8,64
MALE,25-34,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1400,95
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1200,58
FEMALE,35-44,SECONDARY,SELF-EMPLOYED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,58
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,760,105
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,1600,68
MALE,45-59,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,85
MALE,45-59,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,9,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NA,74
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,50
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,6,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,2000,95
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,1300,62
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,1,IT`S DIFFICULT TO TELL,YES,NO OPINION,NA,84
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,3000,75
FEMALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,DIVORCED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1400,60
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,13,MOST PEOPLE CAN BE TRUSTED,YES,YES,1300,62
FEMALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,580,60
FEMALE,60-64,PRIMARY/NO EDUCATION,UNEMPLOYED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,NO,NO,NA,81
FEMALE,60-64,SECONDARY,RETIRED,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,71
FEMALE,65+,SECONDARY,RETIRED,WIDOWED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,1030,68
MALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,2200,78
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,80
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2000,70
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,SINGLE,15,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,1000,80
FEMALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,62
FEMALE,35-44,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO,1200,68
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,3000,91
FEMALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,2200,50
MALE,60-64,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,SINGLE,3,ONE CAN`T BE TOO CAREFUL,YES,YES,440,91
FEMALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,IT`S DIFFICULT TO TELL,YES,NO OPINION,1200,75
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,13,ONE CAN`T BE TOO CAREFUL,YES,YES,500,64
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,11,ONE CAN`T BE TOO CAREFUL,YES,NO,1300,74
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,2800,78
MALE,65+,SECONDARY,RETIRED,MARRIED,12,IT`S DIFFICULT TO TELL,YES,NO,2300,80
MALE,45-59,PRIMARY/NO EDUCATION,FARMER,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO,1600,86
MALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,1600,79
FEMALE,65+,SECONDARY,RETIRED,WIDOWED,16,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1300,76
FEMALE,45-59,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,700,95
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,95
FEMALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,12,ONE CAN`T BE TOO CAREFUL,YES,YES,800,74
FEMALE,35-44,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,60
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO,955,90
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,IT`S DIFFICULT TO TELL,YES,NO,NA,48
FEMALE,45-59,POST-SECONDARY OR HIGHER,UNEMPLOYED,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,48
FEMALE,35-44,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,4500,67
MALE,60-64,VOCATIONAL/GRAMMAR,SELF-EMPLOYED,MARRIED,6,IT`S DIFFICULT TO TELL,YES,YES,3000,88
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2200,89
FEMALE,35-44,SECONDARY,NA,DIVORCED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,2400,55
FEMALE,60-64,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,7,MOST PEOPLE CAN BE TRUSTED,YES,YES,853,85
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,78
FEMALE,60-64,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,13,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,80
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,70
FEMALE,60-64,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,3,IT`S DIFFICULT TO TELL,YES,YES,1297,68
MALE,60-64,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,766,72
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,80
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,14,ONE CAN`T BE TOO CAREFUL,YES,YES,730,50
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,3000,57
FEMALE,16-24,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,SINGLE,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,520,60
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,750,75
FEMALE,45-59,SECONDARY,LONG-TERM SICK/DISABLED,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1300,NA
FEMALE,16-24,PRIMARY/NO EDUCATION,PUPIL OR STUDENT,SINGLE,3,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,55
MALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,500,81
MALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,IT`S DIFFICULT TO TELL,YES,NO,3000,85
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1500,56
FEMALE,35-44,SECONDARY,SELF-EMPLOYED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,4000,85
FEMALE,25-34,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,61
MALE,25-34,PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1700,80
MALE,60-64,PRIMARY/NO EDUCATION,RETIRED,MARRIED,7,MOST PEOPLE CAN BE TRUSTED,YES,YES,1000,100
